,Unnamed: 0,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,movie_id,clean_title
0,0,The Dark Knight,2008,PG-13,2h 32min,Action; Crime; Drama; ,18 July 2008 (USA),9.0,2224522,6836,https://www.imdb.com/title/tt0468569/reviews/_ajax?ref_=undefined&paginationKey=,0,the dark knight
1,1,Inception,2010,PG-13,2h 28min,Action; Adventure; Sci-Fi; ,16 July 2010 (USA),8.8,1981675,3820,https://www.imdb.com/title/tt1375666/reviews/_ajax?ref_=undefined&paginationKey=,1,inception
2,2,The Matrix,1999,R,2h 16min,Action; Sci-Fi; ,31 March 1999 (USA),8.7,1619761,4281,https://www.imdb.com/title/tt0133093/reviews/_ajax?ref_=undefined&paginationKey=,2,the matrix
3,3,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,2h 58min,Action; Adventure; Drama; ,19 December 2001 (USA),8.8,1609165,5365,https://www.imdb.com/title/tt0120737/reviews/_ajax?ref_=undefined&paginationKey=,3,the lord of the rings: the fellowship of the ring
4,4,The Dark Knight Rises,2012,PG-13,2h 44min,Action; Adventure; ,20 July 2012 (USA),8.4,1470329,2979,https://www.imdb.com/title/tt1345836/reviews/_ajax?ref_=undefined&paginationKey=,4,the dark knight rises
5,5,Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),8.5,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,5,gladiator
6,6,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8.2,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,6,batman begins
7,7,The Avengers,2012,PG-13,2h 23min,Action; Adventure; Sci-Fi; ,4 May 2012 (USA),8.0,1236048,1929,https://www.imdb.com/title/tt0848228/reviews/_ajax?ref_=undefined&paginationKey=,7,the avengers
8,8,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),8.6,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,8,star wars: episode iv - a new hope
9,9,Star Wars: Episode V - The Empire Strikes Back,1980,PG,2h 4min,Action; Adventure; Fantasy; ,20 June 1980 (USA),8.7,1124834,1214,https://www.imdb.com/title/tt0080684/reviews/_ajax?ref_=undefined&paginationKey=,9,star wars: episode v - the empire strikes back
10,10,Avatar,2009,PG-13,2h 42min,Action; Adventure; Fantasy; ,18 December 2009 (USA),7.8,1096125,3415,https://www.imdb.com/title/tt0499549/reviews/_ajax?ref_=undefined&paginationKey=,10,avatar
11,11,Guardians of the Galaxy,2014,PG-13,2h 1min,Action; Adventure; Comedy; ,1 August 2014 (USA),8.0,1017405,1390,https://www.imdb.com/title/tt2015381/reviews/_ajax?ref_=undefined&paginationKey=,11,guardians of the galaxy
12,12,V for Vendetta,2005,R,2h 12min,Action; Drama; Sci-Fi; ,17 March 2006 (USA),8.2,1002944,2205,https://www.imdb.com/title/tt0434409/reviews/_ajax?ref_=undefined&paginationKey=,12,v for vendetta
13,13,Léon: The Professional,1994,R,1h 50min,Action; Crime; Drama; ,18 November 1994 (USA),8.5,999596,1193,https://www.imdb.com/title/tt0110413/reviews/_ajax?ref_=undefined&paginationKey=,13,lon: the professional
14,14,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,2h 23min,Action; Adventure; Fantasy; ,9 July 2003 (USA),8.0,997264,2186,https://www.imdb.com/title/tt0325980/reviews/_ajax?ref_=undefined&paginationKey=,14,pirates of the caribbean: the curse of the black pearl
15,15,Kill Bill: Vol. 1,2003,R,1h 51min,Action; Crime; Thriller; ,10 October 2003 (USA),8.1,970439,2272,https://www.imdb.com/title/tt0266697/reviews/_ajax?ref_=undefined&paginationKey=,15,kill bill: vol. 1
16,16,Terminator 2: Judgment Day,1991,R,2h 17min,Action; Sci-Fi; ,3 July 1991 (USA),8.5,968504,1269,https://www.imdb.com/title/tt0103064/reviews/_ajax?ref_=undefined&paginationKey=,16,terminator 2: judgment day
17,17,Star Wars: Episode VI - Return of the Jedi,1983,PG,2h 11min,Action; Adventure; Fantasy; ,25 May 1983 (USA),8.3,922278,828,https://www.imdb.com/title/tt0086190/reviews/_ajax?ref_=undefined&paginationKey=,17,star wars: episode vi - return of the jedi
18,18,Iron Man,2008,PG-13,2h 6min,Action; Adventure; Sci-Fi; ,2 May 2008 (USA),7.9,915640,1319,https://www.imdb.com/title/tt0371746/reviews/_ajax?ref_=undefined&paginationKey=,18,iron man
19,19,Deadpool,2016,R,1h 48min,Action; Adventure; Comedy; ,12 February 2016 (USA),8.0,876091,1440,https://www.imdb.com/title/tt1431045/reviews/_ajax?ref_=undefined&paginationKey=,19,deadpool
20,20,Raiders of the Lost Ark,1981,PG,1h 55min,Action; Adventure; ,12 June 1981 (USA),8.4,859523,931,https://www.imdb.com/title/tt0082971/reviews/_ajax?ref_=undefined&paginationKey=,20,raiders of the lost ark
21,21,Mad Max: Fury Road,2015,R,2h,Action; Adventure; Sci-Fi; ,15 May 2015 (USA),8.1,848011,1990,https://www.imdb.com/title/tt1392190/reviews/_ajax?ref_=undefined&paginationKey=,21,mad max: fury road
22,22,Star Wars: Episode VII - The Force Awakens,2015,PG-13,2h 18min,Action; Adventure; Sci-Fi; ,18 December 2015 (USA),7.9,841234,4794,https://www.imdb.com/title/tt2488496/reviews/_ajax?ref_=undefined&paginationKey=,22,star wars: episode vii - the force awakens
23,23,Jurassic Park,1993,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,11 June 1993 (USA),8.1,836793,1133,https://www.imdb.com/title/tt0107290/reviews/_ajax?ref_=undefined&paginationKey=,23,jurassic park
24,24,The Hunger Games,2012,PG-13,2h 22min,Action; Adventure; Sci-Fi; ,23 March 2012 (USA),7.2,826505,2037,https://www.imdb.com/title/tt1392170/reviews/_ajax?ref_=undefined&paginationKey=,24,the hunger games
25,25,Avengers: Infinity War,2018,PG-13,2h 29min,Action; Adventure; Sci-Fi; ,27 April 2018 (USA),8.4,784777,4248,https://www.imdb.com/title/tt4154756/reviews/_ajax?ref_=undefined&paginationKey=,25,avengers: infinity war
26,26,The Terminator,1984,R,1h 47min,Action; Sci-Fi; ,26 October 1984 (USA),8.0,779029,885,https://www.imdb.com/title/tt0088247/reviews/_ajax?ref_=undefined&paginationKey=,26,the terminator
27,27,Die Hard,1988,R,2h 12min,Action; Thriller; ,20 July 1988 (USA),8.2,763300,912,https://www.imdb.com/title/tt0095016/reviews/_ajax?ref_=undefined&paginationKey=,27,die hard
28,28,Avengers: Endgame,2019,PG-13,3h 1min,Action; Adventure; Drama; ,26 April 2019 (USA),8.4,736177,8805,https://www.imdb.com/title/tt4154796/reviews/_ajax?ref_=undefined&paginationKey=,28,avengers: endgame
29,29,Iron Man 3,2013,PG-13,2h 10min,Action; Adventure; Sci-Fi; ,3 May 2013 (USA),7.2,735568,1314,https://www.imdb.com/title/tt1300854/reviews/_ajax?ref_=undefined&paginationKey=,29,iron man 3
30,30,Thor,2011,PG-13,1h 55min,Action; Adventure; Fantasy; ,6 May 2011 (USA),7.0,726753,915,https://www.imdb.com/title/tt0800369/reviews/_ajax?ref_=undefined&paginationKey=,30,thor
31,31,300,2006,R,1h 57min,Action; Drama; ,9 March 2007 (USA),7.6,719421,2176,https://www.imdb.com/title/tt0416449/reviews/_ajax?ref_=undefined&paginationKey=,31,300
32,32,Captain America: The First Avenger,2011,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,22 July 2011 (USA),6.9,718921,882,https://www.imdb.com/title/tt0458339/reviews/_ajax?ref_=undefined&paginationKey=,32,captain america: the first avenger
33,33,Avengers: Age of Ultron,2015,PG-13,2h 21min,Action; Adventure; Sci-Fi; ,1 May 2015 (USA),7.3,717521,1303,https://www.imdb.com/title/tt2395427/reviews/_ajax?ref_=undefined&paginationKey=,33,avengers: age of ultron
34,34,Captain America: The Winter Soldier,2014,PG-13,2h 16min,Action; Adventure; Sci-Fi; ,4 April 2014 (USA),7.7,714445,937,https://www.imdb.com/title/tt1843866/reviews/_ajax?ref_=undefined&paginationKey=,34,captain america: the winter soldier
35,35,Star Wars: Episode I - The Phantom Menace,1999,PG,2h 16min,Action; Adventure; Fantasy; ,19 May 1999 (USA),6.5,708990,3843,https://www.imdb.com/title/tt0120915/reviews/_ajax?ref_=undefined&paginationKey=,35,star wars: episode i - the phantom menace
36,36,Iron Man 2,2010,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,7 May 2010 (USA),7.0,701922,881,https://www.imdb.com/title/tt1228705/reviews/_ajax?ref_=undefined&paginationKey=,36,iron man 2
37,37,Star Wars: Episode III - Revenge of the Sith,2005,PG-13,2h 20min,Action; Adventure; Fantasy; ,19 May 2005 (USA),7.5,690205,3553,https://www.imdb.com/title/tt0121766/reviews/_ajax?ref_=undefined&paginationKey=,37,star wars: episode iii - revenge of the sith
38,38,The Revenant,2015,R,2h 36min,Action; Adventure; Drama; ,8 January 2016 (USA),8.0,678829,1594,https://www.imdb.com/title/tt1663202/reviews/_ajax?ref_=undefined&paginationKey=,38,the revenant
39,39,Man of Steel,2013,PG-13,2h 23min,Action; Adventure; Sci-Fi; ,14 June 2013 (USA),7.0,675229,2747,https://www.imdb.com/title/tt0770828/reviews/_ajax?ref_=undefined&paginationKey=,39,man of steel
40,40,Blade Runner,1982,R,1h 57min,Action; Sci-Fi; Thriller; ,25 June 1982 (USA),8.1,673121,1541,https://www.imdb.com/title/tt0083658/reviews/_ajax?ref_=undefined&paginationKey=,40,blade runner
41,41,Indiana Jones and the Last Crusade,1989,PG-13,2h 7min,Action; Adventure; ,24 May 1989 (USA),8.2,672206,567,https://www.imdb.com/title/tt0097576/reviews/_ajax?ref_=undefined&paginationKey=,41,indiana jones and the last crusade
42,42,Spider-Man,2002,PG-13,2h 1min,Action; Adventure; Sci-Fi; ,3 May 2002 (USA),7.3,671751,2124,https://www.imdb.com/title/tt0145487/reviews/_ajax?ref_=undefined&paginationKey=,42,spider-man
43,43,I Am Legend,2007,PG-13,1h 41min,Action; Adventure; Drama; ,14 December 2007 (USA),7.2,670748,1543,https://www.imdb.com/title/tt0480249/reviews/_ajax?ref_=undefined&paginationKey=,43,i am legend
44,44,Kill Bill: Vol. 2,2004,R,2h 17min,Action; Crime; Thriller; ,16 April 2004 (USA),8.0,663568,1022,https://www.imdb.com/title/tt0378194/reviews/_ajax?ref_=undefined&paginationKey=,44,kill bill: vol. 2
45,45,X-Men: Days of Future Past,2014,PG-13,2h 12min,Action; Adventure; Sci-Fi; ,23 May 2014 (USA),8.0,647269,821,https://www.imdb.com/title/tt1877832/reviews/_ajax?ref_=undefined&paginationKey=,45,x-men: days of future past
46,46,How to Train Your Dragon,2010,PG,1h 38min,Animation; Action; Adventure; ,26 March 2010 (USA),8.1,647266,626,https://www.imdb.com/title/tt0892769/reviews/_ajax?ref_=undefined&paginationKey=,46,how to train your dragon
47,47,Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,2h 31min,Action; Adventure; Fantasy; ,7 July 2006 (USA),7.3,641045,1889,https://www.imdb.com/title/tt0383574/reviews/_ajax?ref_=undefined&paginationKey=,47,pirates of the caribbean: dead man's chest
48,48,The Incredibles,2004,PG,1h 55min,Animation; Action; Adventure; ,5 November 2004 (USA),8.0,638952,946,https://www.imdb.com/title/tt0317705/reviews/_ajax?ref_=undefined&paginationKey=,48,the incredibles
49,49,Captain America: Civil War,2016,PG-13,2h 27min,Action; Adventure; Sci-Fi; ,6 May 2016 (USA),7.8,638731,1410,https://www.imdb.com/title/tt3498820/reviews/_ajax?ref_=undefined&paginationKey=,49,captain america: civil war
50,50,Aliens,1986,R,2h 17min,Action; Adventure; Sci-Fi; ,18 July 1986 (USA),8.3,635164,1280,https://www.imdb.com/title/tt0090605/reviews/_ajax?ref_=undefined&paginationKey=,50,aliens
51,51,X-Men: First Class,2011,PG-13,2h 11min,Action; Adventure; Sci-Fi; ,3 June 2011 (USA),7.7,634147,767,https://www.imdb.com/title/tt1270798/reviews/_ajax?ref_=undefined&paginationKey=,51,x-men: first class
52,52,District 9,2009,R,1h 52min,Action; Sci-Fi; Thriller; ,14 August 2009 (USA),7.9,627696,1375,https://www.imdb.com/title/tt1136608/reviews/_ajax?ref_=undefined&paginationKey=,52,district 9
53,53,Star Wars: Episode II - Attack of the Clones,2002,PG,2h 22min,Action; Adventure; Fantasy; ,16 May 2002 (USA),6.5,621911,3652,https://www.imdb.com/title/tt0121765/reviews/_ajax?ref_=undefined&paginationKey=,53,star wars: episode ii - attack of the clones
54,54,Logan,2017,R,2h 17min,Action; Drama; Sci-Fi; ,3 March 2017 (USA),8.1,621174,1559,https://www.imdb.com/title/tt3315342/reviews/_ajax?ref_=undefined&paginationKey=,54,logan
55,55,Skyfall,2012,PG-13,2h 23min,Action; Adventure; Thriller; ,9 November 2012 (USA),7.7,617644,1587,https://www.imdb.com/title/tt1074638/reviews/_ajax?ref_=undefined&paginationKey=,55,skyfall
56,56,Batman v Superman: Dawn of Justice,2016,PG-13,2h 31min,Action; Adventure; Sci-Fi; ,25 March 2016 (USA),6.4,608225,3696,https://www.imdb.com/title/tt2975590/reviews/_ajax?ref_=undefined&paginationKey=,56,batman v superman: dawn of justice
57,57,The Hunger Games: Catching Fire,2013,PG-13,2h 26min,Action; Adventure; Mystery; ,22 November 2013 (USA),7.5,600099,720,https://www.imdb.com/title/tt1951264/reviews/_ajax?ref_=undefined&paginationKey=,57,the hunger games: catching fire
58,58,The Bourne Ultimatum,2007,PG-13,1h 55min,Action; Mystery; Thriller; ,3 August 2007 (USA),8.0,595431,882,https://www.imdb.com/title/tt0440963/reviews/_ajax?ref_=undefined&paginationKey=,58,the bourne ultimatum
59,59,Black Panther,2018,PG-13,2h 14min,Action; Adventure; Sci-Fi; ,16 February 2018 (USA),7.3,587388,3190,https://www.imdb.com/title/tt1825683/reviews/_ajax?ref_=undefined&paginationKey=,59,black panther
60,60,Transformers,2007,PG-13,2h 24min,Action; Adventure; Sci-Fi; ,3 July 2007 (USA),7.0,586895,1869,https://www.imdb.com/title/tt0418279/reviews/_ajax?ref_=undefined&paginationKey=,60,transformers
61,61,World War Z,2013,PG-13,1h 56min,Action; Adventure; Horror; ,21 June 2013 (USA),7.0,586801,1125,https://www.imdb.com/title/tt0816711/reviews/_ajax?ref_=undefined&paginationKey=,61,world war z
62,62,Pirates of the Caribbean: At World's End,2007,PG-13,2h 49min,Action; Adventure; Fantasy; ,25 May 2007 (USA),7.1,582275,1290,https://www.imdb.com/title/tt0449088/reviews/_ajax?ref_=undefined&paginationKey=,62,pirates of the caribbean: at world's end
63,63,Suicide Squad,2016,PG-13,2h 3min,Action; Adventure; Fantasy; ,5 August 2016 (USA),6.0,581986,2253,https://www.imdb.com/title/tt1386697/reviews/_ajax?ref_=undefined&paginationKey=,63,suicide squad
64,64,Edge of Tomorrow,2014,PG-13,1h 53min,Action; Adventure; Sci-Fi; ,6 June 2014 (USA),7.9,581938,967,https://www.imdb.com/title/tt1631867/reviews/_ajax?ref_=undefined&paginationKey=,64,edge of tomorrow
65,65,Thor: The Dark World,2013,PG-13,1h 52min,Action; Adventure; Fantasy; ,8 November 2013 (USA),6.9,578425,695,https://www.imdb.com/title/tt1981115/reviews/_ajax?ref_=undefined&paginationKey=,65,thor: the dark world
66,66,Kingsman: The Secret Service,2014,R,2h 9min,Action; Adventure; Comedy; ,13 February 2015 (USA),7.7,575952,935,https://www.imdb.com/title/tt2802144/reviews/_ajax?ref_=undefined&paginationKey=,66,kingsman: the secret service
67,67,Doctor Strange,2016,PG-13,1h 55min,Action; Adventure; Fantasy; ,4 November 2016 (USA),7.5,573177,945,https://www.imdb.com/title/tt1211837/reviews/_ajax?ref_=undefined&paginationKey=,67,doctor strange
68,68,Sherlock Holmes,2009,PG-13,2h 8min,Action; Adventure; Mystery; ,25 December 2009 (USA),7.6,571401,693,https://www.imdb.com/title/tt0988045/reviews/_ajax?ref_=undefined&paginationKey=,68,sherlock holmes
69,69,Star Trek,2009,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,8 May 2009 (USA),7.9,570077,1650,https://www.imdb.com/title/tt0796366/reviews/_ajax?ref_=undefined&paginationKey=,69,star trek
70,70,Casino Royale,2006,PG-13,2h 24min,Action; Adventure; Thriller; ,17 November 2006 (USA),8.0,566966,2401,https://www.imdb.com/title/tt0381061/reviews/_ajax?ref_=undefined&paginationKey=,70,casino royale
71,71,Jurassic World,2015,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,12 June 2015 (USA),7.0,566272,1531,https://www.imdb.com/title/tt0369610/reviews/_ajax?ref_=undefined&paginationKey=,71,jurassic world
72,72,X-Men,2000,PG-13,1h 44min,Action; Adventure; Sci-Fi; ,14 July 2000 (USA),7.4,559246,1447,https://www.imdb.com/title/tt0120903/reviews/_ajax?ref_=undefined&paginationKey=,72,x-men
73,73,Thor: Ragnarok,2017,PG-13,2h 10min,Action; Adventure; Comedy; ,3 November 2017 (USA),7.9,557591,1576,https://www.imdb.com/title/tt3501632/reviews/_ajax?ref_=undefined&paginationKey=,73,thor: ragnarok
74,74,Taken,2008,PG-13,1h 30min,Action; Thriller; ,30 January 2009 (USA),7.8,555820,1056,https://www.imdb.com/title/tt0936501/reviews/_ajax?ref_=undefined&paginationKey=,74,taken
75,75,Ant-Man,2015,PG-13,1h 57min,Action; Adventure; Comedy; ,17 July 2015 (USA),7.3,549076,718,https://www.imdb.com/title/tt0478970/reviews/_ajax?ref_=undefined&paginationKey=,75,ant-man
76,76,The Amazing Spider-Man,2012,PG-13,2h 16min,Action; Adventure; Sci-Fi; ,3 July 2012 (USA),6.9,547661,1342,https://www.imdb.com/title/tt0948470/reviews/_ajax?ref_=undefined&paginationKey=,76,the amazing spider-man
77,77,Guardians of the Galaxy Vol. 2,2017,PG-13,2h 16min,Action; Adventure; Comedy; ,5 May 2017 (USA),7.6,544357,1044,https://www.imdb.com/title/tt3896198/reviews/_ajax?ref_=undefined&paginationKey=,77,guardians of the galaxy vol. 2
78,78,Star Wars: Episode VIII - The Last Jedi,2017,PG-13,2h 32min,Action; Adventure; Fantasy; ,15 December 2017 (USA),7.0,543307,6691,https://www.imdb.com/title/tt2527336/reviews/_ajax?ref_=undefined&paginationKey=,78,star wars: episode viii - the last jedi
79,79,Rogue One: A Star Wars Story,2016,PG-13,2h 13min,Action; Adventure; Sci-Fi; ,16 December 2016 (USA),7.8,534483,1763,https://www.imdb.com/title/tt3748528/reviews/_ajax?ref_=undefined&paginationKey=,79,rogue one: a star wars story
80,80,Wonder Woman,2017,PG-13,2h 21min,Action; Adventure; Fantasy; ,2 June 2017 (USA),7.4,531221,2179,https://www.imdb.com/title/tt0451279/reviews/_ajax?ref_=undefined&paginationKey=,80,wonder woman
81,81,Spider-Man 2,2004,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,30 June 2004 (USA),7.3,529344,1450,https://www.imdb.com/title/tt0316654/reviews/_ajax?ref_=undefined&paginationKey=,81,spider-man 2
82,82,Looper,2012,R,1h 53min,Action; Drama; Sci-Fi; ,28 September 2012 (USA),7.4,523452,761,https://www.imdb.com/title/tt1276104/reviews/_ajax?ref_=undefined&paginationKey=,82,looper
83,83,Dunkirk,2017,PG-13,1h 46min,Action; Drama; History; ,21 July 2017 (USA),7.9,523089,2359,https://www.imdb.com/title/tt5013056/reviews/_ajax?ref_=undefined&paginationKey=,83,dunkirk
84,84,"Lock, Stock and Two Smoking Barrels",1998,R,1h 47min,Action; Comedy; Crime; ,28 August 1998 (UK),8.2,521026,582,https://www.imdb.com/title/tt0120735/reviews/_ajax?ref_=undefined&paginationKey=,84,"lock, stock and two smoking barrels"
85,85,Independence Day,1996,PG-13,2h 25min,Action; Adventure; Sci-Fi; ,3 July 1996 (USA),7.0,516789,939,https://www.imdb.com/title/tt0116629/reviews/_ajax?ref_=undefined&paginationKey=,85,independence day
86,86,Kick-Ass,2010,R,1h 57min,Action; Comedy; Crime; ,16 April 2010 (USA),7.6,515786,844,https://www.imdb.com/title/tt1250777/reviews/_ajax?ref_=undefined&paginationKey=,86,kick-ass
87,87,John Wick,2014,R,1h 41min,Action; Crime; Thriller; ,24 October 2014 (USA),7.4,514550,1157,https://www.imdb.com/title/tt2911666/reviews/_ajax?ref_=undefined&paginationKey=,87,john wick
88,88,Men in Black,1997,PG-13,1h 38min,Action; Adventure; Comedy; ,2 July 1997 (USA),7.3,504013,344,https://www.imdb.com/title/tt0119654/reviews/_ajax?ref_=undefined&paginationKey=,88,men in black
89,89,The Matrix Reloaded,2003,R,2h 18min,Action; Sci-Fi; ,15 May 2003 (USA),7.2,503184,2781,https://www.imdb.com/title/tt0234215/reviews/_ajax?ref_=undefined&paginationKey=,89,the matrix reloaded
90,90,X2: X-Men United,2003,PG-13,2h 14min,Action; Sci-Fi; Thriller; ,2 May 2003 (USA),7.4,501725,1105,https://www.imdb.com/title/tt0290334/reviews/_ajax?ref_=undefined&paginationKey=,90,x2: x-men united
91,91,21 Jump Street,2012,R,1h 49min,Action; Comedy; Crime; ,16 March 2012 (USA),7.2,499602,401,https://www.imdb.com/title/tt1232829/reviews/_ajax?ref_=undefined&paginationKey=,91,21 jump street
92,92,Oldboy,2003,R,1h 41min,Action; Drama; Mystery; ,21 November 2003 (South Korea),8.4,496687,1000,https://www.imdb.com/title/tt0364569/reviews/_ajax?ref_=undefined&paginationKey=,92,oldboy
93,93,The Bourne Identity,2002,PG-13,1h 59min,Action; Mystery; Thriller; ,14 June 2002 (USA),7.9,496180,912,https://www.imdb.com/title/tt0258463/reviews/_ajax?ref_=undefined&paginationKey=,93,the bourne identity
94,94,Minority Report,2002,PG-13,2h 25min,Action; Crime; Mystery; ,21 June 2002 (USA),7.6,495543,1381,https://www.imdb.com/title/tt0181689/reviews/_ajax?ref_=undefined&paginationKey=,94,minority report
95,95,Harry Potter and the Order of the Phoenix,2007,PG-13,2h 18min,Action; Adventure; ,11 July 2007 (USA),7.5,489759,1189,https://www.imdb.com/title/tt0373889/reviews/_ajax?ref_=undefined&paginationKey=,95,harry potter and the order of the phoenix
96,96,Spider-Man: Homecoming,2017,PG-13,2h 13min,Action; Adventure; Sci-Fi; ,7 July 2017 (USA),7.4,488794,1356,https://www.imdb.com/title/tt2250912/reviews/_ajax?ref_=undefined&paginationKey=,96,spider-man: homecoming
97,97,Rise of the Planet of the Apes,2011,PG-13,1h 45min,Action; Drama; Sci-Fi; ,5 August 2011 (USA),7.6,488748,706,https://www.imdb.com/title/tt1318514/reviews/_ajax?ref_=undefined&paginationKey=,97,rise of the planet of the apes
98,98,"I, Robot",2004,PG-13,1h 55min,Action; Drama; Sci-Fi; ,16 July 2004 (USA),7.1,488324,839,https://www.imdb.com/title/tt0343818/reviews/_ajax?ref_=undefined&paginationKey=,98,"i, robot"
99,99,Watchmen,2009,R,2h 42min,Action; Drama; Mystery; ,6 March 2009 (USA),7.6,487717,1398,https://www.imdb.com/title/tt0409459/reviews/_ajax?ref_=undefined&paginationKey=,99,watchmen
100,2,The Lord of the Rings: The Return of the King,2003,PG-13,3h 21min,Adventure; Drama; Fantasy; ,17 December 2003 (USA),8.9,1593859,3681,https://www.imdb.com/title/tt0167260/reviews/_ajax?ref_=undefined&paginationKey=,100,the lord of the rings: the return of the king
101,4,The Lord of the Rings: The Two Towers,2002,PG-13,2h 59min,Adventure; Drama; Fantasy; ,18 December 2002 (USA),8.7,1440188,2559,https://www.imdb.com/title/tt0167261/reviews/_ajax?ref_=undefined&paginationKey=,101,the lord of the rings: the two towers
102,5,Interstellar,2014,PG-13,2h 49min,Adventure; Drama; Sci-Fi; ,7 November 2014 (USA),8.6,1430797,3977,https://www.imdb.com/title/tt0816692/reviews/_ajax?ref_=undefined&paginationKey=,102,interstellar
103,9,Inglourious Basterds,2009,R,2h 33min,Adventure; Drama; War; ,21 August 2009 (USA),8.3,1219372,1856,https://www.imdb.com/title/tt0361748/reviews/_ajax?ref_=undefined&paginationKey=,103,inglourious basterds
104,14,Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015004,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,104,back to the future
105,16,WALL·E,2008,G,1h 38min,Animation; Adventure; ,27 June 2008 (USA),8.4,967917,1268,https://www.imdb.com/title/tt0910970/reviews/_ajax?ref_=undefined&paginationKey=,105,walle
106,18,Finding Nemo,2003,G,1h 40min,Animation; Adventure; Comedy; ,30 May 2003 (USA),8.1,922080,968,https://www.imdb.com/title/tt0266543/reviews/_ajax?ref_=undefined&paginationKey=,106,finding nemo
107,20,The Lion King,1994,G,1h 28min,Animation; Adventure; Drama; ,24 June 1994 (USA),8.5,910179,1009,https://www.imdb.com/title/tt0110357/reviews/_ajax?ref_=undefined&paginationKey=,107,the lion king
108,21,Up,2009,PG,1h 36min,Animation; Adventure; Comedy; ,29 May 2009 (USA),8.2,905044,891,https://www.imdb.com/title/tt1049413/reviews/_ajax?ref_=undefined&paginationKey=,108,up
109,24,Toy Story,1995,G,1h 21min,Animation; Adventure; Comedy; ,22 November 1995 (USA),8.3,858215,606,https://www.imdb.com/title/tt0114709/reviews/_ajax?ref_=undefined&paginationKey=,109,toy story
110,29,"Monsters, Inc.",2001,G,1h 32min,Animation; Adventure; Comedy; ,2 November 2001 (USA),8.0,789773,680,https://www.imdb.com/title/tt0198781/reviews/_ajax?ref_=undefined&paginationKey=,110,"monsters, inc."
111,31,The Hobbit: An Unexpected Journey,2012,PG-13,2h 49min,Adventure; Fantasy; ,14 December 2012 (USA),7.8,743338,1430,https://www.imdb.com/title/tt0903624/reviews/_ajax?ref_=undefined&paginationKey=,111,the hobbit: an unexpected journey
112,32,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,2h 10min,Adventure; Drama; Fantasy; ,15 July 2011 (USA),8.1,737642,953,https://www.imdb.com/title/tt1201607/reviews/_ajax?ref_=undefined&paginationKey=,112,harry potter and the deathly hallows: part 2
113,35,Toy Story 3,2010,G,1h 43min,Animation; Adventure; Comedy; ,18 June 2010 (USA),8.3,734948,884,https://www.imdb.com/title/tt0435761/reviews/_ajax?ref_=undefined&paginationKey=,113,toy story 3
114,36,The Martian,2015,PG-13,2h 24min,Adventure; Drama; Sci-Fi; ,2 October 2015 (USA),8.0,734923,1312,https://www.imdb.com/title/tt3659388/reviews/_ajax?ref_=undefined&paginationKey=,114,the martian
115,44,The Grand Budapest Hotel,2014,R,1h 39min,Adventure; Comedy; Crime; ,28 March 2014 (USA),8.1,681915,865,https://www.imdb.com/title/tt2278388/reviews/_ajax?ref_=undefined&paginationKey=,115,the grand budapest hotel
116,58,Ratatouille,2007,G,1h 51min,Animation; Adventure; Comedy; ,29 June 2007 (USA),8.0,620375,741,https://www.imdb.com/title/tt0382932/reviews/_ajax?ref_=undefined&paginationKey=,116,ratatouille
117,59,Harry Potter and the Sorcerer's Stone,2001,PG,2h 32min,Adventure; Fantasy; ,16 November 2001 (USA),7.6,618786,1737,https://www.imdb.com/title/tt0241527/reviews/_ajax?ref_=undefined&paginationKey=,117,harry potter and the sorcerer's stone
118,60,Spirited Away,2001,PG,2h 5min,Animation; Adventure; ,28 March 2003 (USA),8.6,618550,1287,https://www.imdb.com/title/tt0245429/reviews/_ajax?ref_=undefined&paginationKey=,118,spirited away
119,64,Shrek,2001,PG,1h 30min,Animation; Adventure; Comedy; ,18 May 2001 (USA),7.8,596499,1062,https://www.imdb.com/title/tt0126029/reviews/_ajax?ref_=undefined&paginationKey=,119,shrek
