,Unnamed: 0,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,movie_id,clean_title
260,44,Dog Day Afternoon,1975,R,2h 5min,Biography; Crime; Drama; ,25 December 1975 (USA),8.0,229265,321,https://www.imdb.com/title/tt0072890/reviews/_ajax?ref_=undefined&paginationKey=,260,dog day afternoon
261,45,Walk the Line,2005,PG-13,2h 16min,Biography; Drama; Music; ,18 November 2005 (USA),7.8,227982,897,https://www.imdb.com/title/tt0358273/reviews/_ajax?ref_=undefined&paginationKey=,261,walk the line
262,46,Sully,2016,PG-13,1h 36min,Biography; Drama; ,9 September 2016 (USA),7.4,226801,477,https://www.imdb.com/title/tt3263904/reviews/_ajax?ref_=undefined&paginationKey=,262,sully
263,47,The Greatest Showman,2017,PG,1h 45min,Biography; Drama; ,20 December 2017 (USA),7.6,222573,1796,https://www.imdb.com/title/tt1485796/reviews/_ajax?ref_=undefined&paginationKey=,263,the greatest showman
264,48,Gandhi,1982,PG,3h 11min,Biography; Drama; History; ,25 February 1983 (USA),8.0,214287,298,https://www.imdb.com/title/tt0083987/reviews/_ajax?ref_=undefined&paginationKey=,264,gandhi
265,49,The Elephant Man,1980,PG,2h 4min,Biography; Drama; ,10 October 1980 (USA),8.1,212720,416,https://www.imdb.com/title/tt0080678/reviews/_ajax?ref_=undefined&paginationKey=,265,the elephant man
266,50,Ip Man,2008,R,1h 46min,Action; Biography; Drama; ,12 December 2008 (China),8.0,206556,210,https://www.imdb.com/title/tt1220719/reviews/_ajax?ref_=undefined&paginationKey=,266,ip man
267,51,Lion,2016,PG-13,1h 58min,Biography; Drama; ,6 January 2017 (USA),8.0,204274,546,https://www.imdb.com/title/tt3741834/reviews/_ajax?ref_=undefined&paginationKey=,267,lion
268,52,BlacKkKlansman,2018,R,2h 15min,Biography; Crime; Drama; ,10 August 2018 (USA),7.5,199225,841,https://www.imdb.com/title/tt7349662/reviews/_ajax?ref_=undefined&paginationKey=,268,blackkklansman
269,53,Butch Cassidy and the Sundance Kid,1969,PG,1h 50min,Biography; Crime; Drama; ,24 September 1969 (USA),8.0,198267,425,https://www.imdb.com/title/tt0064115/reviews/_ajax?ref_=undefined&paginationKey=,269,butch cassidy and the sundance kid
270,54,The Sound of Music,1965,G,2h 52min,Biography; Drama; ,1 April 1965 (USA),8.0,197238,482,https://www.imdb.com/title/tt0059742/reviews/_ajax?ref_=undefined&paginationKey=,270,the sound of music
271,55,Finding Neverland,2004,PG,1h 46min,Biography; Drama; ,17 December 2004 (USA),7.7,195635,656,https://www.imdb.com/title/tt0308644/reviews/_ajax?ref_=undefined&paginationKey=,271,finding neverland
272,56,Remember the Titans,2000,PG,1h 53min,Biography; Drama; Sport; ,29 September 2000 (USA),7.8,193009,452,https://www.imdb.com/title/tt0210945/reviews/_ajax?ref_=undefined&paginationKey=,272,remember the titans
273,57,Everest,2015,PG-13,2h 1min,Action; Adventure; Biography; ,25 September 2015 (USA),7.1,191623,335,https://www.imdb.com/title/tt2719848/reviews/_ajax?ref_=undefined&paginationKey=,273,everest
274,58,Hidden Figures,2016,PG,2h 7min,Biography; Drama; History; ,6 January 2017 (USA),7.8,191159,500,https://www.imdb.com/title/tt4846340/reviews/_ajax?ref_=undefined&paginationKey=,274,hidden figures
275,59,Straight Outta Compton,2015,R,2h 27min,Biography; Drama; History; ,14 August 2015 (USA),7.9,174973,385,https://www.imdb.com/title/tt1398426/reviews/_ajax?ref_=undefined&paginationKey=,275,straight outta compton
276,60,Cinderella Man,2005,PG-13,2h 24min,Biography; Drama; History; ,3 June 2005 (USA),8.0,172730,595,https://www.imdb.com/title/tt0352248/reviews/_ajax?ref_=undefined&paginationKey=,276,cinderella man
277,61,Jarhead,2005,R,2h 5min,Action; Biography; Drama; ,4 November 2005 (USA),7.0,172053,695,https://www.imdb.com/title/tt0418763/reviews/_ajax?ref_=undefined&paginationKey=,277,jarhead
278,62,The Last King of Scotland,2006,R,2h 3min,Biography; Drama; History; ,19 January 2007 (USA),7.7,172012,371,https://www.imdb.com/title/tt0455590/reviews/_ajax?ref_=undefined&paginationKey=,278,the last king of scotland
279,63,"I, Tonya",2017,R,1h 59min,Biography; Comedy; Drama; ,19 January 2018 (USA),7.5,170713,472,https://www.imdb.com/title/tt5580036/reviews/_ajax?ref_=undefined&paginationKey=,279,"i, tonya"
280,64,War Dogs,2016,R,1h 54min,Biography; Comedy; Crime; ,19 August 2016 (USA),7.1,170314,215,https://www.imdb.com/title/tt2005151/reviews/_ajax?ref_=undefined&paginationKey=,280,war dogs
281,65,Erin Brockovich,2000,R,2h 11min,Biography; Drama; ,17 March 2000 (USA),7.3,169430,525,https://www.imdb.com/title/tt0195685/reviews/_ajax?ref_=undefined&paginationKey=,281,erin brockovich
282,66,The Assassination of Jesse James by the Coward Robert Ford,2007,R,2h 40min,Biography; Crime; Drama; ,19 October 2007 (USA),7.5,164772,466,https://www.imdb.com/title/tt0443680/reviews/_ajax?ref_=undefined&paginationKey=,282,the assassination of jesse james by the coward robert ford
283,67,Black Mass,2015,R,2h 3min,Biography; Crime; Drama; ,18 September 2015 (USA),6.9,163703,335,https://www.imdb.com/title/tt1355683/reviews/_ajax?ref_=undefined&paginationKey=,283,black mass
284,68,Darkest Hour,2017,PG-13,2h 5min,Biography; Drama; ,22 December 2017 (USA),7.4,163237,629,https://www.imdb.com/title/tt4555426/reviews/_ajax?ref_=undefined&paginationKey=,284,darkest hour
285,69,Ed Wood,1994,R,2h 7min,Biography; Comedy; Drama; ,7 October 1994 (USA),7.8,162359,460,https://www.imdb.com/title/tt0109707/reviews/_ajax?ref_=undefined&paginationKey=,285,ed wood
286,70,Milk,2008,R,2h 8min,Biography; Drama; ,30 January 2009 (USA),7.5,161721,310,https://www.imdb.com/title/tt1013753/reviews/_ajax?ref_=undefined&paginationKey=,286,milk
287,71,The Favourite,2018,R,1h 59min,Biography; Comedy; Drama; ,21 December 2018 (USA),7.5,160787,1196,https://www.imdb.com/title/tt5083738/reviews/_ajax?ref_=undefined&paginationKey=,287,the favourite
288,72,Alexander,2004,R,2h 55min,Action; Biography; Drama; ,24 November 2004 (USA),5.6,159847,1430,https://www.imdb.com/title/tt0346491/reviews/_ajax?ref_=undefined&paginationKey=,288,alexander
289,73,"Girl, Interrupted",1999,R,2h 7min,Biography; Drama; ,14 January 2000 (USA),7.3,159130,418,https://www.imdb.com/title/tt0172493/reviews/_ajax?ref_=undefined&paginationKey=,289,"girl, interrupted"
290,74,The Danish Girl,2015,R,1h 59min,Biography; Drama; Romance; ,22 January 2016 (USA),7.1,158324,289,https://www.imdb.com/title/tt0810819/reviews/_ajax?ref_=undefined&paginationKey=,290,the danish girl
291,75,The Insider,1999,R,2h 37min,Biography; Drama; Thriller; ,5 November 1999 (USA),7.8,156188,546,https://www.imdb.com/title/tt0140352/reviews/_ajax?ref_=undefined&paginationKey=,291,the insider
292,76,First Man,2018,PG-13,2h 21min,Biography; Drama; History; ,12 October 2018 (USA),7.3,155735,1305,https://www.imdb.com/title/tt1213641/reviews/_ajax?ref_=undefined&paginationKey=,292,first man
293,77,Legend,2015,R,2h 12min,Biography; Crime; Drama; ,20 November 2015 (USA),6.9,152203,266,https://www.imdb.com/title/tt3569230/reviews/_ajax?ref_=undefined&paginationKey=,293,legend
294,78,American Made,2017,R,1h 55min,Action; Biography; Comedy; ,29 September 2017 (USA),7.2,151699,332,https://www.imdb.com/title/tt3532216/reviews/_ajax?ref_=undefined&paginationKey=,294,american made
295,79,In the Name of the Father,1993,R,2h 13min,Biography; Drama; ,25 February 1994 (USA),8.1,151362,184,https://www.imdb.com/title/tt0107207/reviews/_ajax?ref_=undefined&paginationKey=,295,in the name of the father
296,80,Steve Jobs,2015,R,2h 2min,Biography; Drama; ,23 October 2015 (USA),7.2,149109,409,https://www.imdb.com/title/tt2080374/reviews/_ajax?ref_=undefined&paginationKey=,296,steve jobs
297,81,Saving Mr. Banks,2013,PG-13,2h 5min,Biography; Comedy; Drama; ,20 December 2013 (USA),7.5,148154,354,https://www.imdb.com/title/tt2140373/reviews/_ajax?ref_=undefined&paginationKey=,297,saving mr. banks
298,82,Invictus,2009,PG-13,2h 14min,Biography; Drama; History; ,11 December 2009 (USA),7.3,146805,277,https://www.imdb.com/title/tt1057500/reviews/_ajax?ref_=undefined&paginationKey=,298,invictus
299,83,Dangal,2016,Not Rated,2h 41min,Action; Biography; Drama; ,21 December 2016 (USA),8.4,144657,385,https://www.imdb.com/title/tt5074352/reviews/_ajax?ref_=undefined&paginationKey=,299,dangal
300,84,Unbroken,2014,PG-13,2h 17min,Biography; Drama; Sport; ,25 December 2014 (USA),7.2,141388,429,https://www.imdb.com/title/tt1809398/reviews/_ajax?ref_=undefined&paginationKey=,300,unbroken
301,85,Ray,2004,PG-13,2h 32min,Biography; Drama; Music; ,29 October 2004 (USA),7.7,135305,460,https://www.imdb.com/title/tt0350258/reviews/_ajax?ref_=undefined&paginationKey=,301,ray
302,86,Monster,2003,R,1h 49min,Biography; Crime; Drama; ,30 January 2004 (USA),7.3,131859,568,https://www.imdb.com/title/tt0340855/reviews/_ajax?ref_=undefined&paginationKey=,302,monster
303,87,Foxcatcher,2014,R,2h 14min,Biography; Drama; Sport; ,16 January 2015 (USA),7.0,131687,335,https://www.imdb.com/title/tt1100089/reviews/_ajax?ref_=undefined&paginationKey=,303,foxcatcher
304,88,The Disaster Artist,2017,R,1h 44min,Biography; Comedy; Drama; ,8 December 2017 (USA),7.4,131444,395,https://www.imdb.com/title/tt3521126/reviews/_ajax?ref_=undefined&paginationKey=,304,the disaster artist
305,89,Molly's Game,2017,R,2h 20min,Biography; Crime; Drama; ,5 January 2018 (USA),7.4,130955,356,https://www.imdb.com/title/tt4209788/reviews/_ajax?ref_=undefined&paginationKey=,305,molly's game
306,90,Snowden,2016,R,2h 14min,Biography; Crime; Drama; ,16 September 2016 (USA),7.3,130626,240,https://www.imdb.com/title/tt3774114/reviews/_ajax?ref_=undefined&paginationKey=,306,snowden
307,91,Joy,2015,PG-13,2h 4min,Biography; Drama; ,25 December 2015 (USA),6.6,124767,328,https://www.imdb.com/title/tt2446980/reviews/_ajax?ref_=undefined&paginationKey=,307,joy
308,92,Seven Years in Tibet,1997,PG-13,2h 16min,Adventure; Biography; Drama; ,10 October 1997 (USA),7.1,123376,147,https://www.imdb.com/title/tt0120102/reviews/_ajax?ref_=undefined&paginationKey=,308,seven years in tibet
309,93,"Good Morning, Vietnam",1987,R,2h 1min,Biography; Comedy; Drama; ,15 January 1988 (USA),7.3,122643,155,https://www.imdb.com/title/tt0093105/reviews/_ajax?ref_=undefined&paginationKey=,309,"good morning, vietnam"
310,94,Capote,2005,R,1h 54min,Biography; Crime; Drama; ,3 February 2006 (USA),7.3,122624,448,https://www.imdb.com/title/tt0379725/reviews/_ajax?ref_=undefined&paginationKey=,310,capote
311,95,Coach Carter,2005,PG-13,2h 16min,Biography; Drama; Sport; ,14 January 2005 (USA),7.3,122245,237,https://www.imdb.com/title/tt0393162/reviews/_ajax?ref_=undefined&paginationKey=,311,coach carter
312,96,Tombstone,1993,R,2h 10min,Action; Biography; Drama; ,25 December 1993 (USA),7.8,122041,502,https://www.imdb.com/title/tt0108358/reviews/_ajax?ref_=undefined&paginationKey=,312,tombstone
313,97,Man on the Moon,1999,R,1h 58min,Biography; Comedy; Drama; ,22 December 1999 (USA),7.4,121652,572,https://www.imdb.com/title/tt0125664/reviews/_ajax?ref_=undefined&paginationKey=,313,man on the moon
314,98,Spartacus,1960,PG-13,3h 17min,Adventure; Biography; Drama; ,17 November 1960 (Brazil),7.9,120924,319,https://www.imdb.com/title/tt0054331/reviews/_ajax?ref_=undefined&paginationKey=,314,spartacus
315,99,Rocketman,2019,R,2h 1min,Biography; Drama; Music; ,31 May 2019 (USA),7.3,120434,944,https://www.imdb.com/title/tt2066051/reviews/_ajax?ref_=undefined&paginationKey=,315,rocketman
316,0,The Shawshank Redemption,1994,R,2h 22min,Drama; ,14 October 1994 (USA),9.3,2258845,8022,https://www.imdb.com/title/tt0111161/reviews/_ajax?ref_=undefined&paginationKey=,316,the shawshank redemption
317,2,Fight Club,1999,R,2h 19min,Drama; ,15 October 1999 (USA),8.8,1794454,3719,https://www.imdb.com/title/tt0137523/reviews/_ajax?ref_=undefined&paginationKey=,317,fight club
318,3,Pulp Fiction,1994,R,2h 34min,Crime; Drama; ,14 October 1994 (USA),8.9,1767445,3014,https://www.imdb.com/title/tt0110912/reviews/_ajax?ref_=undefined&paginationKey=,318,pulp fiction
319,4,Forrest Gump,1994,PG-13,2h 22min,Drama; Romance; ,6 July 1994 (USA),8.8,1741097,2354,https://www.imdb.com/title/tt0109830/reviews/_ajax?ref_=undefined&paginationKey=,319,forrest gump
320,7,The Godfather,1972,R,2h 55min,Crime; Drama; ,24 March 1972 (USA),9.2,1558661,3886,https://www.imdb.com/title/tt0068646/reviews/_ajax?ref_=undefined&paginationKey=,320,the godfather
321,10,Se7en,1995,R,2h 7min,Crime; Drama; Mystery; ,22 September 1995 (USA),8.6,1390231,1460,https://www.imdb.com/title/tt0114369/reviews/_ajax?ref_=undefined&paginationKey=,321,se7en
322,11,Django Unchained,2012,R,2h 45min,Drama; Western; ,25 December 2012 (USA),8.4,1307059,1525,https://www.imdb.com/title/tt1853728/reviews/_ajax?ref_=undefined&paginationKey=,322,django unchained
323,13,The Silence of the Lambs,1991,R,1h 58min,Crime; Drama; Thriller; ,14 February 1991 (USA),8.6,1223451,1298,https://www.imdb.com/title/tt0102926/reviews/_ajax?ref_=undefined&paginationKey=,323,the silence of the lambs
324,15,Saving Private Ryan,1998,R,2h 49min,Drama; War; ,24 July 1998 (USA),8.6,1194194,2588,https://www.imdb.com/title/tt0120815/reviews/_ajax?ref_=undefined&paginationKey=,324,saving private ryan
325,17,The Departed,2006,R,2h 31min,Crime; Drama; Thriller; ,6 October 2006 (USA),8.5,1150788,2313,https://www.imdb.com/title/tt0407887/reviews/_ajax?ref_=undefined&paginationKey=,325,the departed
326,18,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144513,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,326,the prestige
327,20,The Green Mile,1999,R,3h 9min,Crime; Drama; Fantasy; ,10 December 1999 (USA),8.6,1101707,1725,https://www.imdb.com/title/tt0120689/reviews/_ajax?ref_=undefined&paginationKey=,327,the green mile
328,21,The Godfather: Part II,1974,R,3h 22min,Crime; Drama; ,18 December 1974 (USA),9.0,1089268,1007,https://www.imdb.com/title/tt0071562/reviews/_ajax?ref_=undefined&paginationKey=,328,the godfather: part ii
329,22,American Beauty,1999,R,2h 2min,Drama; ,1 October 1999 (USA),8.3,1043085,2891,https://www.imdb.com/title/tt0169547/reviews/_ajax?ref_=undefined&paginationKey=,329,american beauty
330,23,Titanic,1997,PG-13,3h 14min,Drama; Romance; ,19 December 1997 (USA),7.8,1017237,2863,https://www.imdb.com/title/tt0120338/reviews/_ajax?ref_=undefined&paginationKey=,330,titanic
331,24,American History X,1998,R,1h 59min,Drama; ,20 November 1998 (USA),8.5,1007450,1577,https://www.imdb.com/title/tt0120586/reviews/_ajax?ref_=undefined&paginationKey=,331,american history x
332,30,The Truman Show,1998,PG,1h 43min,Comedy; Drama; Sci-Fi; ,5 June 1998 (USA),8.1,901062,1151,https://www.imdb.com/title/tt0120382/reviews/_ajax?ref_=undefined&paginationKey=,332,the truman show
333,31,Reservoir Dogs,1992,R,1h 39min,Crime; Drama; Thriller; ,2 September 1992 (France),8.3,889962,1145,https://www.imdb.com/title/tt0105236/reviews/_ajax?ref_=undefined&paginationKey=,333,reservoir dogs
334,32,The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888920,2223,https://www.imdb.com/title/tt0167404/reviews/_ajax?ref_=undefined&paginationKey=,334,the sixth sense
335,33,One Flew Over the Cuckoo's Nest,1975,R,2h 13min,Drama; ,19 November 1975 (USA),8.7,884818,967,https://www.imdb.com/title/tt0073486/reviews/_ajax?ref_=undefined&paginationKey=,335,one flew over the cuckoo's nest
336,34,Eternal Sunshine of the Spotless Mind,2004,R,1h 48min,Drama; Romance; Sci-Fi; ,19 March 2004 (USA),8.3,882495,1800,https://www.imdb.com/title/tt0338013/reviews/_ajax?ref_=undefined&paginationKey=,336,eternal sunshine of the spotless mind
337,35,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,337,the shining
338,36,Good Will Hunting,1997,R,2h 6min,Drama; Romance; ,9 January 1998 (USA),8.3,830139,887,https://www.imdb.com/title/tt0119217/reviews/_ajax?ref_=undefined&paginationKey=,338,good will hunting
339,37,Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825450,1449,https://www.imdb.com/title/tt2267998/reviews/_ajax?ref_=undefined&paginationKey=,339,gone girl
340,38,No Country for Old Men,2007,R,2h 2min,Crime; Drama; Thriller; ,21 November 2007 (USA),8.1,823136,1824,https://www.imdb.com/title/tt0477348/reviews/_ajax?ref_=undefined&paginationKey=,340,no country for old men
341,39,Joker,2019,R,2h 2min,Crime; Drama; Thriller; ,4 October 2019 (USA),8.5,822351,10279,https://www.imdb.com/title/tt7286456/reviews/_ajax?ref_=undefined&paginationKey=,341,joker
342,42,Slumdog Millionaire,2008,R,2h,Drama; Romance; ,25 December 2008 (USA),8.0,782675,1126,https://www.imdb.com/title/tt1010048/reviews/_ajax?ref_=undefined&paginationKey=,342,slumdog millionaire
343,43,Gravity,2013,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7,751305,2090,https://www.imdb.com/title/tt1454468/reviews/_ajax?ref_=undefined&paginationKey=,343,gravity
344,44,Requiem for a Dream,2000,R,1h 42min,Drama; ,15 December 2000 (USA),8.3,743198,2115,https://www.imdb.com/title/tt0180093/reviews/_ajax?ref_=undefined&paginationKey=,344,requiem for a dream
345,47,A Clockwork Orange,1971,R,2h 16min,Crime; Drama; Sci-Fi; ,2 February 1972 (USA),8.3,735080,1553,https://www.imdb.com/title/tt0066921/reviews/_ajax?ref_=undefined&paginationKey=,345,a clockwork orange
346,50,Donnie Darko,2001,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0,724910,2276,https://www.imdb.com/title/tt0246578/reviews/_ajax?ref_=undefined&paginationKey=,346,donnie darko
347,52,Scarface,1983,R,2h 50min,Crime; Drama; ,9 December 1983 (USA),8.3,715023,1029,https://www.imdb.com/title/tt0086250/reviews/_ajax?ref_=undefined&paginationKey=,347,scarface
348,53,Gran Torino,2008,R,1h 56min,Drama; ,9 January 2009 (USA),8.1,703113,990,https://www.imdb.com/title/tt1205489/reviews/_ajax?ref_=undefined&paginationKey=,348,gran torino
349,55,Taxi Driver,1976,R,1h 54min,Crime; Drama; ,9 February 1976 (USA),8.3,696631,1161,https://www.imdb.com/title/tt0075314/reviews/_ajax?ref_=undefined&paginationKey=,349,taxi driver
350,56,Whiplash,2014,R,1h 46min,Drama; Music; ,20 February 2015 (India),8.5,683157,1195,https://www.imdb.com/title/tt2582802/reviews/_ajax?ref_=undefined&paginationKey=,350,whiplash
351,57,Black Swan,2010,R,1h 48min,Drama; Thriller; ,17 December 2010 (USA),8.0,682523,1273,https://www.imdb.com/title/tt0947798/reviews/_ajax?ref_=undefined&paginationKey=,351,black swan
352,58,City of God,2002,R,2h 10min,Crime; Drama; ,13 February 2004 (USA),8.6,681961,997,https://www.imdb.com/title/tt0317248/reviews/_ajax?ref_=undefined&paginationKey=,352,city of god
353,62,12 Angry Men,1957,Approved,1h 36min,Crime; Drama; ,10 April 1957 (USA),8.9,661761,1575,https://www.imdb.com/title/tt0050083/reviews/_ajax?ref_=undefined&paginationKey=,353,12 angry men
354,63,Full Metal Jacket,1987,R,1h 56min,Drama; War; ,10 July 1987 (USA),8.3,652861,844,https://www.imdb.com/title/tt0093058/reviews/_ajax?ref_=undefined&paginationKey=,354,full metal jacket
355,64,Silver Linings Playbook,2012,R,2h 2min,Comedy; Drama; Romance; ,25 December 2012 (USA),7.7,647995,835,https://www.imdb.com/title/tt1045658/reviews/_ajax?ref_=undefined&paginationKey=,355,silver linings playbook
356,67,Trainspotting,1996,R,1h 33min,Drama; ,9 August 1996 (USA),8.1,620080,623,https://www.imdb.com/title/tt0117951/reviews/_ajax?ref_=undefined&paginationKey=,356,trainspotting
357,69,Million Dollar Baby,2004,PG-13,2h 12min,Drama; Sport; ,28 January 2005 (USA),8.1,618903,1219,https://www.imdb.com/title/tt0405159/reviews/_ajax?ref_=undefined&paginationKey=,357,million dollar baby
358,71,Pan's Labyrinth,2006,R,1h 58min,Drama; Fantasy; War; ,19 January 2007 (USA),8.2,603269,1271,https://www.imdb.com/title/tt0457430/reviews/_ajax?ref_=undefined&paginationKey=,358,pan's labyrinth
359,72,Life Is Beautiful,1997,PG-13,1h 56min,Comedy; Drama; Romance; ,12 February 1999 (USA),8.6,600493,1317,https://www.imdb.com/title/tt0118799/reviews/_ajax?ref_=undefined&paginationKey=,359,life is beautiful
360,73,Fargo,1996,R,1h 38min,Crime; Drama; Thriller; ,5 April 1996 (USA),8.1,596614,947,https://www.imdb.com/title/tt0116282/reviews/_ajax?ref_=undefined&paginationKey=,360,fargo
361,74,Apocalypse Now,1979,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4,585989,1183,https://www.imdb.com/title/tt0078788/reviews/_ajax?ref_=undefined&paginationKey=,361,apocalypse now
362,75,Prisoners,2013,R,2h 33min,Crime; Drama; Mystery; ,20 September 2013 (USA),8.1,575034,901,https://www.imdb.com/title/tt1392214/reviews/_ajax?ref_=undefined&paginationKey=,362,prisoners
363,76,The Curious Case of Benjamin Button,2008,PG-13,2h 46min,Drama; Fantasy; Romance; ,25 December 2008 (USA),7.8,572217,948,https://www.imdb.com/title/tt0421715/reviews/_ajax?ref_=undefined&paginationKey=,363,the curious case of benjamin button
364,77,Arrival,2016,PG-13,1h 56min,Drama; Mystery; Sci-Fi; ,11 November 2016 (USA),7.9,569760,1861,https://www.imdb.com/title/tt2543164/reviews/_ajax?ref_=undefined&paginationKey=,364,arrival
365,79,Birdman or (The Unexpected Virtue of Ignorance),2014,R,1h 59min,Comedy; Drama; ,14 November 2014 (USA),7.7,561800,1378,https://www.imdb.com/title/tt2562232/reviews/_ajax?ref_=undefined&paginationKey=,365,birdman or (the unexpected virtue of ignorance)
366,81,Heat,1995,R,2h 50min,Crime; Drama; Thriller; ,15 December 1995 (USA),8.2,557728,1074,https://www.imdb.com/title/tt0113277/reviews/_ajax?ref_=undefined&paginationKey=,366,heat
367,83,Drive,2011,R,1h 40min,Crime; Drama; ,16 September 2011 (USA),7.8,554576,1521,https://www.imdb.com/title/tt0780504/reviews/_ajax?ref_=undefined&paginationKey=,367,drive
368,86,L.A. Confidential,1997,R,2h 18min,Crime; Drama; Mystery; ,19 September 1997 (USA),8.2,518387,710,https://www.imdb.com/title/tt0119488/reviews/_ajax?ref_=undefined&paginationKey=,368,l.a. confidential
369,87,Her,2013,R,2h 6min,Drama; Romance; Sci-Fi; ,10 January 2014 (USA),8.0,518282,1060,https://www.imdb.com/title/tt1798709/reviews/_ajax?ref_=undefined&paginationKey=,369,her
370,88,Cast Away,2000,PG-13,2h 23min,Adventure; Drama; Romance; ,22 December 2000 (USA),7.8,506369,1180,https://www.imdb.com/title/tt0162222/reviews/_ajax?ref_=undefined&paginationKey=,370,cast away
371,89,Casablanca,1942,PG,1h 42min,Drama; Romance; War; ,23 January 1943 (USA),8.5,506224,1292,https://www.imdb.com/title/tt0034583/reviews/_ajax?ref_=undefined&paginationKey=,371,casablanca
372,90,The Notebook,2004,PG-13,2h 3min,Drama; Romance; ,25 June 2004 (USA),7.8,503872,1256,https://www.imdb.com/title/tt0332280/reviews/_ajax?ref_=undefined&paginationKey=,372,the notebook
373,91,Rocky,1976,PG,2h,Drama; Sport; ,3 December 1976 (USA),8.1,502746,694,https://www.imdb.com/title/tt0075148/reviews/_ajax?ref_=undefined&paginationKey=,373,rocky
374,92,There Will Be Blood,2007,R,2h 38min,Drama; ,25 January 2008 (USA),8.2,498312,1318,https://www.imdb.com/title/tt0469494/reviews/_ajax?ref_=undefined&paginationKey=,374,there will be blood
375,94,The Hateful Eight,2015,R,2h 48min,Crime; Drama; Mystery; ,30 December 2015 (USA),7.8,493749,1430,https://www.imdb.com/title/tt3460252/reviews/_ajax?ref_=undefined&paginationKey=,375,the hateful eight
376,97,Once Upon a Time... in Hollywood,2019,R,2h 41min,Comedy; Drama; ,26 July 2019 (USA),7.7,488015,5060,https://www.imdb.com/title/tt7131622/reviews/_ajax?ref_=undefined&paginationKey=,376,once upon a time... in hollywood
377,99,Blood Diamond,2006,R,2h 23min,Adventure; Drama; Thriller; ,8 December 2006 (USA),8.0,486637,725,https://www.imdb.com/title/tt0450259/reviews/_ajax?ref_=undefined&paginationKey=,377,blood diamond
378,24,Groundhog Day,1993,PG,1h 41min,Comedy; Fantasy; Romance; ,12 February 1993 (USA),8.0,566223,769,https://www.imdb.com/title/tt0107048/reviews/_ajax?ref_=undefined&paginationKey=,378,groundhog day
379,30,Zombieland,2009,R,1h 28min,Adventure; Comedy; Fantasy; ,2 October 2009 (USA),7.6,507361,713,https://www.imdb.com/title/tt1156398/reviews/_ajax?ref_=undefined&paginationKey=,379,zombieland
380,31,Monty Python and the Holy Grail,1975,PG,1h 31min,Adventure; Comedy; Fantasy; ,6 December 1979 (India),8.2,488482,774,https://www.imdb.com/title/tt0071853/reviews/_ajax?ref_=undefined&paginationKey=,380,monty python and the holy grail
381,32,Pirates of the Caribbean: On Stranger Tides,2011,PG-13,2h 16min,Action; Adventure; Fantasy; ,20 May 2011 (USA),6.6,469914,535,https://www.imdb.com/title/tt1298650/reviews/_ajax?ref_=undefined&paginationKey=,381,pirates of the caribbean: on stranger tides
382,33,The Hobbit: The Battle of the Five Armies,2014,PG-13,2h 24min,Adventure; Fantasy; ,17 December 2014 (USA),7.4,461617,883,https://www.imdb.com/title/tt2310332/reviews/_ajax?ref_=undefined&paginationKey=,382,the hobbit: the battle of the five armies
383,34,Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,2h 26min,Adventure; Fantasy; ,19 November 2010 (USA),7.7,459135,691,https://www.imdb.com/title/tt0926084/reviews/_ajax?ref_=undefined&paginationKey=,383,harry potter and the deathly hallows: part 1
384,35,Edward Scissorhands,1990,PG-13,1h 45min,Drama; Fantasy; Romance; ,14 December 1990 (USA),7.9,434894,656,https://www.imdb.com/title/tt0099487/reviews/_ajax?ref_=undefined&paginationKey=,384,edward scissorhands
385,36,Hancock,2008,PG-13,1h 32min,Action; Fantasy; ,2 July 2008 (USA),6.4,434772,654,https://www.imdb.com/title/tt0448157/reviews/_ajax?ref_=undefined&paginationKey=,385,hancock
386,37,Twilight,2008,PG-13,2h 2min,Drama; Fantasy; Romance; ,21 November 2008 (USA),5.2,413276,1654,https://www.imdb.com/title/tt1099212/reviews/_ajax?ref_=undefined&paginationKey=,386,twilight
387,39,Big Fish,2003,PG-13,2h 5min,Adventure; Drama; Fantasy; ,9 January 2004 (USA),8.0,406042,874,https://www.imdb.com/title/tt0319061/reviews/_ajax?ref_=undefined&paginationKey=,387,big fish
388,40,Fantastic Beasts and Where to Find Them,2016,PG-13,2h 12min,Adventure; Fantasy; ,18 November 2016 (USA),7.3,395319,820,https://www.imdb.com/title/tt3183660/reviews/_ajax?ref_=undefined&paginationKey=,388,fantastic beasts and where to find them
