Unnamed: 0.1,Unnamed: 0,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,movie_id,clean_title,imdb_id,description
390,42,The Mummy,1999,PG-13,2h 4min,Action; Adventure; Fantasy; ,7 May 1999 (USA),7.0,382315,1056,https://www.imdb.com/title/tt0120616/reviews/_ajax?ref_=undefined&paginationKey=,390,the mummy,tt0120616,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love."
391,43,The Princess Bride,1987,PG,1h 38min,Adventure; Fantasy; ,9 October 1987 (USA),8.1,382045,844,https://www.imdb.com/title/tt0093779/reviews/_ajax?ref_=undefined&paginationKey=,391,the princess bride,tt0093779,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
392,44,Midnight in Paris,2011,PG-13,1h 34min,Comedy; Fantasy; Romance; ,10 June 2011 (USA),7.7,376575,609,https://www.imdb.com/title/tt1605783/reviews/_ajax?ref_=undefined&paginationKey=,392,midnight in paris,tt1605783,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
393,45,Alice in Wonderland,2010,PG,1h 48min,Adventure; Fantasy; ,5 March 2010 (USA),6.4,374817,790,https://www.imdb.com/title/tt1014759/reviews/_ajax?ref_=undefined&paginationKey=,393,alice in wonderland,tt1014759,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror."
394,46,Justice League,2017,PG-13,2h,Action; Adventure; Fantasy; ,17 November 2017 (USA),6.4,367091,1997,https://www.imdb.com/title/tt0974015/reviews/_ajax?ref_=undefined&paginationKey=,394,justice league,tt0974015,"Steppenwolf and his Parademons return after eons to capture Earth. However, Batman seeks the help of Wonder Woman to recruit and assemble Flash, Cyborg and Aquaman to fight the powerful new enemy."
395,47,The Wizard of Oz,1939,PG,1h 42min,Adventure; Fantasy; ,25 August 1939 (USA),8.0,364936,681,https://www.imdb.com/title/tt0032138/reviews/_ajax?ref_=undefined&paginationKey=,395,the wizard of oz,tt0032138,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."
396,48,Scott Pilgrim vs. the World,2010,PG-13,1h 52min,Action; Comedy; Fantasy; ,13 August 2010 (USA),7.5,364197,663,https://www.imdb.com/title/tt0446029/reviews/_ajax?ref_=undefined&paginationKey=,396,scott pilgrim vs. the world,tt0446029,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart."
397,49,Bruce Almighty,2003,PG-13,1h 41min,Comedy; Drama; Fantasy; ,23 May 2003 (USA),6.8,363587,640,https://www.imdb.com/title/tt0315327/reviews/_ajax?ref_=undefined&paginationKey=,397,bruce almighty,tt0315327,A whiny news reporter is given the chance to step into God's shoes.
398,50,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,2h 23min,Adventure; Fantasy; ,9 December 2005 (USA),6.9,356904,1506,https://www.imdb.com/title/tt0363771/reviews/_ajax?ref_=undefined&paginationKey=,398,"the chronicles of narnia: the lion, the witch and the wardrobe",tt0363771,"While playing, Lucy and her siblings find a wardrobe that lands them in a mystical place called Narnia. Here they realize that it was fated and they must now unite with Aslan to defeat an evil queen."
399,51,The Shape of Water,2017,R,2h 3min,Adventure; Drama; Fantasy; ,22 December 2017 (USA),7.3,353658,1589,https://www.imdb.com/title/tt5580390/reviews/_ajax?ref_=undefined&paginationKey=,399,the shape of water,tt5580390,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity."
400,52,Wanted,2008,R,1h 50min,Action; Crime; Fantasy; ,27 June 2008 (USA),6.7,353620,779,https://www.imdb.com/title/tt0493464/reviews/_ajax?ref_=undefined&paginationKey=,400,wanted,tt0493464,"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities."
401,53,The Illusionist,2006,PG-13,1h 50min,Drama; Fantasy; History; ,1 September 2006 (USA),7.6,349169,687,https://www.imdb.com/title/tt0443543/reviews/_ajax?ref_=undefined&paginationKey=,401,the illusionist,tt0443543,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
402,54,Ghostbusters,1984,PG,1h 45min,Action; Comedy; Fantasy; ,8 June 1984 (USA),7.8,344694,555,https://www.imdb.com/title/tt0087332/reviews/_ajax?ref_=undefined&paginationKey=,402,ghostbusters,tt0087332,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers."
403,55,Aquaman,2018,PG-13,2h 23min,Action; Adventure; Fantasy; ,21 December 2018 (USA),7.0,341895,3845,https://www.imdb.com/title/tt1477834/reviews/_ajax?ref_=undefined&paginationKey=,403,aquaman,tt1477834,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land."
404,56,Star Wars: Episode IX - The Rise of Skywalker,2019,PG-13,2h 22min,Action; Adventure; Fantasy; ,20 December 2019 (USA),6.7,337831,7460,https://www.imdb.com/title/tt2527338/reviews/_ajax?ref_=undefined&paginationKey=,404,star wars: episode ix - the rise of skywalker,tt2527338,The surviving Resistance faces the First Order once again.
405,58,Sleepy Hollow,1999,R,1h 45min,Fantasy; Horror; Mystery; ,19 November 1999 (USA),7.3,320861,1023,https://www.imdb.com/title/tt0162661/reviews/_ajax?ref_=undefined&paginationKey=,405,sleepy hollow,tt0162661,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.
406,59,Fantastic Four,2005,PG-13,1h 46min,Action; Adventure; Fantasy; ,8 July 2005 (USA),5.7,306644,1024,https://www.imdb.com/title/tt0120667/reviews/_ajax?ref_=undefined&paginationKey=,406,fantastic four,tt0120667,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom."
407,60,Being John Malkovich,1999,R,1h 53min,Comedy; Drama; Fantasy; ,3 December 1999 (USA),7.7,301714,878,https://www.imdb.com/title/tt0120601/reviews/_ajax?ref_=undefined&paginationKey=,407,being john malkovich,tt0120601,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
408,61,Hellboy,2004,PG-13,2h 2min,Action; Fantasy; Horror; ,2 April 2004 (USA),6.8,301510,649,https://www.imdb.com/title/tt0167190/reviews/_ajax?ref_=undefined&paginationKey=,408,hellboy,tt0167190,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness."
409,62,Click,2006,PG-13,1h 47min,Comedy; Drama; Fantasy; ,23 June 2006 (USA),6.4,298607,774,https://www.imdb.com/title/tt0389860/reviews/_ajax?ref_=undefined&paginationKey=,409,click,tt0389860,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.
410,63,Hugo,2011,PG,2h 6min,Drama; Fantasy; ,23 November 2011 (USA),7.5,297933,749,https://www.imdb.com/title/tt0970179/reviews/_ajax?ref_=undefined&paginationKey=,410,hugo,tt0970179,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton."
411,64,Constantine,2005,R,2h 1min,Action; Fantasy; Horror; ,18 February 2005 (USA),7.0,296689,1074,https://www.imdb.com/title/tt0360486/reviews/_ajax?ref_=undefined&paginationKey=,411,constantine,tt0360486,"Detective Angela approaches Constantine, a demon hunter, to help her investigate her twin sister's mysterious death. As he digs deeper, he realizes that demons are trying to enter the human world."
412,65,The Mummy Returns,2001,PG-13,2h 10min,Action; Adventure; Fantasy; ,4 May 2001 (USA),6.3,295189,924,https://www.imdb.com/title/tt0209163/reviews/_ajax?ref_=undefined&paginationKey=,412,the mummy returns,tt0209163,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
413,66,About Time,2013,R,2h 3min,Comedy; Drama; Fantasy; ,8 November 2013 (USA),7.8,287246,640,https://www.imdb.com/title/tt2194499/reviews/_ajax?ref_=undefined&paginationKey=,413,about time,tt2194499,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
414,67,The Secret Life of Walter Mitty,2013,PG,1h 54min,Comedy; Drama; Fantasy; ,25 December 2013 (USA),7.3,286991,648,https://www.imdb.com/title/tt0359950/reviews/_ajax?ref_=undefined&paginationKey=,414,the secret life of walter mitty,tt0359950,"When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
415,69,Liar Liar,1997,PG-13,1h 26min,Comedy; Fantasy; ,21 March 1997 (USA),6.9,274268,290,https://www.imdb.com/title/tt0119528/reviews/_ajax?ref_=undefined&paginationKey=,415,liar liar,tt0119528,A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.
416,71,Batman Returns,1992,PG-13,2h 6min,Action; Crime; Fantasy; ,19 June 1992 (USA),7.0,267156,679,https://www.imdb.com/title/tt0103776/reviews/_ajax?ref_=undefined&paginationKey=,416,batman returns,tt0103776,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta."
417,72,Prince of Persia: The Sands of Time,2010,PG-13,1h 56min,Action; Adventure; Fantasy; ,28 May 2010 (USA),6.6,266583,478,https://www.imdb.com/title/tt0473075/reviews/_ajax?ref_=undefined&paginationKey=,417,prince of persia: the sands of time,tt0473075,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.
418,73,Clash of the Titans,2010,PG-13,1h 46min,Action; Adventure; Fantasy; ,2 April 2010 (USA),5.8,265931,679,https://www.imdb.com/title/tt0800320/reviews/_ajax?ref_=undefined&paginationKey=,418,clash of the titans,tt0800320,"Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth."
419,74,Beauty and the Beast,2017,PG,2h 9min,Fantasy; ,17 March 2017 (USA),7.1,261369,1122,https://www.imdb.com/title/tt2771200/reviews/_ajax?ref_=undefined&paginationKey=,419,beauty and the beast,tt2771200,"A brave, beautiful, and brilliant young woman is imprisoned by a beast in his castle. Despite her fears, she learns to see beyond the beast's hideous exterior and realize the gentle heart of the true prince within him."
420,75,Kong: Skull Island,2017,PG-13,1h 58min,Action; Adventure; Fantasy; ,10 March 2017 (USA),6.6,259866,945,https://www.imdb.com/title/tt3731562/reviews/_ajax?ref_=undefined&paginationKey=,420,kong: skull island,tt3731562,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden."
421,76,The Twilight Saga: New Moon,2009,PG-13,2h 10min,Adventure; Drama; Fantasy; ,20 November 2009 (USA),4.7,258910,955,https://www.imdb.com/title/tt1259571/reviews/_ajax?ref_=undefined&paginationKey=,421,the twilight saga: new moon,tt1259571,"After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives suddenly."
422,77,Pirates of the Caribbean: Dead Men Tell No Tales,2017,PG-13,2h 9min,Action; Adventure; Fantasy; ,26 May 2017 (USA),6.6,251787,652,https://www.imdb.com/title/tt1790809/reviews/_ajax?ref_=undefined&paginationKey=,422,pirates of the caribbean: dead men tell no tales,tt1790809,Captain Jack Sparrow searches for the Trident of Poseidon to rule the sea while being pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle.
423,78,Hellboy II: The Golden Army,2008,PG-13,2h,Action; Adventure; Fantasy; ,11 July 2008 (USA),7.0,251482,375,https://www.imdb.com/title/tt0411477/reviews/_ajax?ref_=undefined&paginationKey=,423,hellboy ii: the golden army,tt0411477,A prince of the mythical world starts a rebellion against humanity in order to rule the Earth. Hellboy and his team must fight to stop him from locating the all-powerful Golden Army.
424,79,1408,2007,PG-13,1h 44min,Fantasy; Horror; Mystery; ,22 June 2007 (USA),6.8,250909,635,https://www.imdb.com/title/tt0450385/reviews/_ajax?ref_=undefined&paginationKey=,424,1408,tt0450385,"Author Michael Enslin, who specializes in debunking paranormal occurrences, checks into the fabled room 1408 in the Dolphin Hotel in New York City, settles in, and soon confronts genuine terror."
425,80,Beetlejuice,1988,PG,1h 32min,Comedy; Fantasy; ,30 March 1988 (USA),7.5,249689,372,https://www.imdb.com/title/tt0094721/reviews/_ajax?ref_=undefined&paginationKey=,425,beetlejuice,tt0094721,"The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out."
426,81,"Crouching Tiger, Hidden Dragon",2000,PG-13,2h,Action; Adventure; Fantasy; ,12 January 2001 (USA),7.8,248473,1670,https://www.imdb.com/title/tt0190332/reviews/_ajax?ref_=undefined&paginationKey=,426,"crouching tiger, hidden dragon",tt0190332,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
427,82,Stardust,2007,PG-13,2h 7min,Adventure; Fantasy; ,10 August 2007 (USA),7.6,248403,554,https://www.imdb.com/title/tt0486655/reviews/_ajax?ref_=undefined&paginationKey=,427,stardust,tt0486655,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
428,83,Underworld,2003,R,2h 1min,Action; Fantasy; Thriller; ,19 September 2003 (USA),7.0,248222,833,https://www.imdb.com/title/tt0320691/reviews/_ajax?ref_=undefined&paginationKey=,428,underworld,tt0320691,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons."
